Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Seniority_Days,TotalSpend,TotalChildren,Is_Couple,CmpAccepted_Total,WebRatio,AvgSpendPerPurchase,Education_Enc
Master,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,67,168,438,2,1,1,0.5333333333333333,29.2,3
Basic,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,45,537,75,1,1,0,0.3333333333333333,12.5,0
Master,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,64,228,225,1,1,0,0.18181818181818182,20.454545454545453,3
Master,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,72,603,18,2,1,0,0.25,4.5,3
Graduation,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,43,408,470,1,1,0,0.1875,29.375,2
Graduation,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,43,442,91,2,0,0,0.2857142857142857,13.0,2
Master,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,33,136,2525,0,0,1,0.16666666666666666,140.27777777777777,3
Graduation,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,74,532,504,1,1,0,0.47058823529411764,29.647058823529413,2
Graduation,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,67,540,235,1,1,0,0.36363636363636365,21.363636363636363,2
PhD,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,63,526,1232,1,0,1,0.47368421052631576,64.84210526315789,4
Basic,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,66,422,88,2,0,0,0.25,11.0,0
Graduation,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,53,52,17,1,0,0,0.25,4.25,2
Graduation,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,39,331,24,1,0,0,0.2,4.8,2
Graduation,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,59,311,60,2,1,0,0.16666666666666666,10.0,2
PhD,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,72,308,1020,1,0,1,0.23076923076923078,39.23076923076923,4
PhD,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,62,570,155,1,1,0,0.3333333333333333,17.22222222222222,4
2n Cycle,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,50,122,51,2,1,0,0.2,10.2,1
Master,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,54,554,1812,0,0,0,0.3125,113.25,3
Master,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,55,589,1461,1,0,2,0.3181818181818182,66.4090909090909,3
Graduation,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,64,70,96,1,0,0,0.16666666666666666,16.0,2
Graduation,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,72,132,160,1,0,0,0.4444444444444444,17.77777777777778,2
Master,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,55,433,139,2,1,0,0.25,17.375,3
Master,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,56,434,908,1,0,0,0.4090909090909091,41.27272727272727,3
2n Cycle,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,59,301,183,1,1,0,0.25,22.875,1
Master,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,55,455,1161,1,1,1,0.2777777777777778,64.5,3
PhD,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,52,85,988,0,1,0,0.21428571428571427,70.57142857142857,4
2n Cycle,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,63,658,1072,1,0,0,0.24,42.88,1
Graduation,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,47,291,174,2,1,0,0.2222222222222222,19.333333333333332,2
Graduation,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,65,520,758,1,1,0,0.45,37.9,2
Master,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,66,180,195,1,1,0,0.3,19.5,3
Graduation,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,45,627,31,1,0,1,0.2,6.2,2
Master,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,67,316,1084,0,1,0,0.17647058823529413,63.76470588235294,3
Master,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,68,494,685,1,1,1,0.5,34.25,3
PhD,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,59,219,1672,0,1,1,0.23076923076923078,64.3076923076923,4
Graduation,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,34,243,43,0,1,0,0.3333333333333333,7.166666666666667,2
PhD,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,67,133,49,2,1,1,0.2,9.8,4
Graduation,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,59,403,133,1,1,0,0.375,16.625,2
Graduation,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,67,260,363,1,1,1,0.35714285714285715,25.928571428571427,2
Graduation,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,69,440,545,1,1,0,0.11764705882352941,32.05882352941177,2
Graduation,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,52,245,1065,1,1,1,0.23333333333333334,35.5,2
Graduation,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,55,474,2047,0,1,1,0.23809523809523808,97.47619047619048,2
Graduation,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,52,606,296,2,1,0,0.36363636363636365,26.90909090909091,2
Graduation,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,49,366,140,2,0,0,0.25,17.5,2
Graduation,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,59,347,530,1,0,0,0.23529411764705882,31.176470588235293,2
PhD,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,61,690,152,2,1,0,0.3333333333333333,16.88888888888889,4
PhD,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,33,266,1598,0,1,0,0.16666666666666666,66.58333333333333,4
Graduation,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,61,526,114,1,0,0,0.2857142857142857,16.285714285714285,2
Basic,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,38,676,101,1,0,0,0.375,12.625,0
Graduation,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,51,280,25,1,1,0,0.25,6.25,2
2n Cycle,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,67,519,789,0,0,1,0.22727272727272727,35.86363636363637,1
Graduation,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,43,334,87,2,1,1,0.3333333333333333,14.5,2
PhD,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,66,280,90,2,0,0,0.25,11.25,4
PhD,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,65,427,1215,1,1,0,0.2631578947368421,63.94736842105263,4
PhD,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,69,260,811,0,0,1,0.5,36.86363636363637,4
Graduation,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,38,615,61,1,1,1,0.3333333333333333,10.166666666666666,2
Master,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,49,318,405,1,1,0,0.2857142857142857,28.928571428571427,3
Master,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,69,91,72,2,1,0,0.42857142857142855,10.285714285714286,3
Graduation,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,53,499,189,2,0,0,0.5,18.9,2
PhD,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,38,365,40,1,1,0,0.2,8.0,4
Graduation,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,46,140,63,1,0,0,0.375,7.875,2
Graduation,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,41,465,52,1,1,0,0.3333333333333333,8.666666666666666,2
PhD,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,48,58,39,1,1,0,0.2,7.8,4
Graduation,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,53,34,805,1,1,0,0.36363636363636365,36.59090909090909,2
Master,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,68,73,130,1,1,0,0.25,16.25,3
Graduation,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,52,268,1631,0,1,3,0.20833333333333334,67.95833333333333,2
Graduation,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,35,360,34,1,1,0,0.2,6.8,2
Graduation,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,72,212,152,2,0,0,0.2222222222222222,16.88888888888889,2
Basic,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,40,162,21,1,0,0,0.2,4.2,0
PhD,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,57,269,71,3,1,0,0.3333333333333333,11.833333333333334,4
Graduation,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,62,36,899,1,0,1,0.21739130434782608,39.08695652173913,2
Master,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,77,70,711,0,1,0,0.1,71.1,3
PhD,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,46,694,351,1,1,0,0.46153846153846156,27.0,4
Graduation,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,53,42,8,0,0,0,0.0,8.0,2
Basic,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,32,573,119,1,0,0,0.375,14.875,0
Graduation,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,56,450,21,2,1,0,0.0,5.25,2
PhD,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,51,97,10,1,1,0,0.25,2.5,4
Graduation,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,49,36,973,1,1,1,0.32,38.92,2
PhD,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,59,306,1536,0,1,2,0.3076923076923077,118.15384615384616,4
Graduation,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,72,348,992,2,1,1,0.24,39.68,2
PhD,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,57,492,1529,1,1,1,0.3333333333333333,46.333333333333336,4
Graduation,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,52,290,860,1,1,0,0.4375,53.75,2
Graduation,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,61,254,928,1,0,0,0.36363636363636365,42.18181818181818,2
PhD,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,54,699,418,2,1,0,0.4666666666666667,27.866666666666667,4
2n Cycle,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,69,695,587,1,1,0,0.4666666666666667,39.13333333333333,1
Graduation,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,49,48,641,1,1,0,0.2222222222222222,35.611111111111114,2
Graduation,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,48,102,23,2,1,1,0.25,5.75,2
Graduation,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,55,317,2279,0,1,2,0.17391304347826086,99.08695652173913,2
PhD,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,51,41,49,2,0,1,0.2,9.8,4
PhD,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,41,403,1779,0,0,1,0.35294117647058826,104.6470588235294,4
Master,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,42,206,1804,0,1,2,0.25925925925925924,66.81481481481481,3
Graduation,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,64,358,48,2,1,0,0.3333333333333333,8.0,2
Graduation,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,72,115,83,2,0,0,0.3333333333333333,13.833333333333334,2
Graduation,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,49,264,1862,0,0,3,0.2222222222222222,103.44444444444444,2
PhD,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,61,643,793,2,1,0,0.45,39.65,4
Graduation,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,54,506,84,1,1,0,0.2857142857142857,12.0,2
PhD,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,76,313,183,1,1,0,0.4,18.3,4
2n Cycle,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,66,8,1383,0,0,0,0.3157894736842105,72.78947368421052,1
Graduation,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,80,83,999,0,1,1,0.4666666666666667,66.6,2
Master,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,61,523,825,1,0,0,0.22727272727272727,37.5,3
Graduation,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,52,672,246,1,0,1,0.45454545454545453,22.363636363636363,2
Master,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,58,467,610,2,1,0,0.5,33.888888888888886,3
Master,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,56,585,76,1,0,0,0.2857142857142857,10.857142857142858,3
Graduation,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,53,488,1286,1,1,1,0.15789473684210525,67.6842105263158,2
Master,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,49,195,30,1,1,1,0.25,7.5,3
Graduation,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,60,544,99,3,1,0,0.42857142857142855,14.142857142857142,2
Graduation,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,46,646,1192,0,0,1,0.2608695652173913,51.82608695652174,2
Graduation,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,49,212,362,1,1,0,0.35714285714285715,25.857142857142858,2
Graduation,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,41,689,2130,0,1,1,0.21052631578947367,112.10526315789474,2
2n Cycle,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,53,680,1229,0,0,2,0.3333333333333333,45.51851851851852,1
PhD,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,67,647,38,2,1,0,0.2,7.6,4
Master,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,73,343,485,0,1,0,0.4375,30.3125,3
Basic,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,73,601,434,0,1,0,0.3333333333333333,36.166666666666664,0
Graduation,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,54,472,44,1,0,0,0.2,8.8,2
PhD,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,52,583,496,1,1,1,0.5294117647058824,29.176470588235293,4
2n Cycle,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,55,386,78,2,1,0,0.16666666666666666,13.0,1
Master,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,52,504,2346,0,1,3,0.21739130434782608,102.0,3
Graduation,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,53,546,794,0,1,0,0.35,39.7,2
Graduation,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,68,297,17,0,1,0,0.25,4.25,2
Graduation,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,53,333,26,1,0,0,0.4,5.2,2
2n Cycle,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,51,103,76,1,1,0,0.2857142857142857,10.857142857142858,1
PhD,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,47,204,15,2,0,0,0.25,3.75,4
PhD,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,61,78,62,2,0,0,0.16666666666666666,10.333333333333334,4
Master,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,70,92,198,1,1,0,0.2222222222222222,22.0,3
PhD,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,46,247,49,1,1,0,0.4,9.8,4
Graduation,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,58,370,802,1,1,1,0.3333333333333333,38.19047619047619,2
Graduation,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,78,130,1736,0,1,1,0.26666666666666666,115.73333333333333,2
Graduation,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,46,549,57,2,0,0,0.2857142857142857,8.142857142857142,2
Master,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,53,390,59,1,1,0,0.3333333333333333,19.666666666666668,3
Graduation,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,71,482,2302,0,1,3,0.2631578947368421,121.15789473684211,2
2n Cycle,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,39,131,37,0,1,0,0.3333333333333333,6.166666666666667,1
Graduation,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,54,489,310,2,0,0,0.4166666666666667,25.833333333333332,2
Graduation,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,45,605,1305,0,1,1,0.2631578947368421,68.6842105263158,2
Graduation,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,58,366,832,1,1,0,0.45454545454545453,37.81818181818182,2
Graduation,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,48,452,401,2,1,0,0.5,28.642857142857142,2
PhD,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,59,37,1501,0,1,2,0.21739130434782608,65.26086956521739,4
Graduation,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,42,166,1189,0,1,4,0.35714285714285715,42.464285714285715,2
Graduation,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,52,342,1194,1,1,0,0.4230769230769231,45.92307692307692,2
PhD,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,64,149,656,1,1,0,0.25,32.8,4
Master,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,68,583,1540,0,0,0,0.30434782608695654,66.95652173913044,3
Master,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,59,307,311,1,1,0,0.46153846153846156,23.923076923076923,3
2n Cycle,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,69,235,820,1,1,0,0.18181818181818182,37.27272727272727,1
2n Cycle,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,35,169,274,1,1,0,0.25,22.833333333333332,1
PhD,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,62,435,57,2,0,0,0.42857142857142855,8.142857142857142,4
Graduation,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,59,271,448,1,1,0,0.21428571428571427,32.0,2
2n Cycle,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,51,19,44,2,1,0,0.2,8.8,1
Graduation,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,52,335,102,2,1,0,0.42857142857142855,14.571428571428571,2
Graduation,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,40,148,61,1,1,0,0.2,12.2,2
Master,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,64,433,1643,0,1,0,0.18518518518518517,60.851851851851855,3
Master,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,66,388,397,1,1,0,0.46153846153846156,30.53846153846154,3
Graduation,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,56,173,1121,1,1,1,0.2,44.84,2
Graduation,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,47,664,473,2,0,1,0.5384615384615384,36.38461538461539,2
Basic,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,50,92,50,1,1,0,0.42857142857142855,7.142857142857143,0
Master,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,62,500,1678,1,1,0,0.2608695652173913,72.95652173913044,3
Graduation,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,42,72,58,0,1,0,0.42857142857142855,8.285714285714286,2
PhD,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,49,277,170,1,1,0,0.3333333333333333,18.88888888888889,4
Master,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,42,199,373,0,0,0,0.3333333333333333,124.33333333333333,3
PhD,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,79,224,1196,0,1,1,0.47058823529411764,70.3529411764706,4
Graduation,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,45,114,101,1,1,0,0.2857142857142857,14.428571428571429,2
Graduation,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,55,564,316,2,1,0,0.46153846153846156,24.307692307692307,2
Graduation,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,62,284,1400,1,1,2,0.3684210526315789,73.6842105263158,2
Graduation,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,76,335,1424,0,0,0,0.14814814814814814,52.74074074074074,2
Master,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,46,680,844,1,1,3,0.3,42.2,3
Graduation,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,49,285,311,1,1,0,0.4166666666666667,25.916666666666668,2
Graduation,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,42,417,1149,0,1,0,0.11764705882352941,67.58823529411765,2
Master,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,41,70,129,0,1,0,0.375,16.125,3
Graduation,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,72,256,32,1,0,0,0.2,6.4,2
Graduation,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,42,690,299,1,0,0,0.5833333333333334,24.916666666666668,2
Graduation,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,62,31,320,1,1,1,0.38461538461538464,24.615384615384617,2
Master,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,47,585,441,1,1,0,0.35714285714285715,31.5,3
Master,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,75,636,1178,2,1,1,0.16666666666666666,65.44444444444444,3
Graduation,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,34,498,85,0,1,0,0.16666666666666666,14.166666666666666,2
Basic,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,42,466,24,1,0,0,0.25,6.0,0
Graduation,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,49,494,112,1,0,0,0.2857142857142857,16.0,2
